Avg. Income,Avg. House Age,Avg. Number of Bedrooms,Avg. Number of Bathrooms,Area Population,Price,SqFt
59712.82231,5.735499522,6.979752379,3.23,42601.84262,1122240.364,2691.9257137
77733.73119,5.624500144,5.967832307,3.23,32074.57599,1236931.728,2583.3496921
85707.07875,4.374148491,6.350156836,4.47,10424.41625,966084.4204,2826.0470508
70280.36135,4.728804322,5.012885306,4.4,39662.74187,852268.6717,2064.8655918000004
69330.74122,7.31890726,6.252757358,2.0,30097.83559,1280669.873,2412.8272074
72988.70597,5.95937925,5.74843726,3.36,50566.6448,1190213.513,2317.531178
65697.82067,5.728201697,7.282106847,4.2,28742.12595,1123851.141,2741.6320541
76245.21847,7.955766597,7.826124971,3.12,32016.23476,1689120.427,2988.8374913
53546.87214,7.174569183,8.343557927,3.49,45504.20369,1573347.788,3316.0673781
73643.0573,6.766853185,8.33708535,3.34,43152.13958,1696977.663,2985.125605
84774.45122,7.019666733,5.450658517,2.27,32383.55544,1414286.724,2225.1975551
58140.94032,5.064855375,6.649447661,2.27,49337.53152,755292.1144,2603.8342983000002
61881.16372,6.293585382,6.048295389,2.31,21397.4486,714706.4289,2171.4886167
75312.25951,5.364982406,6.667365547,4.09,9487.921585,944001.5583,2734.2096641
81328.8073,6.483153394,6.908829672,3.01,31231.5444,1523136.485,2749.6489016
77931.47646,6.501686215,6.647662431,3.33,23182.60485,1422916.811,2712.2987292999996
84602.59697,7.097245831,7.00842733,6.11,39683.438,1945618.658,2909.528199
72445.0333,5.488196879,6.509449186,2.48,69553.98833,1726719.067,2583.8347558
57497.12815,6.674070665,7.524542188,5.17,43204.15762,1051123.833,3240.3626564
87266.34023,8.248959366,7.234261404,5.0,45161.18768,2249122.541,3086.2784212
62431.9381,6.798993828,8.599555446,4.48,44115.98342,1523915.145,3430.8666338
72107.42807,4.54230638,6.981984299,3.0,29981.34654,1039517.534,2640.5952896999997
55577.07175,6.533916122,7.162535697,3.47,19560.01241,818057.8953,2598.7607091
62327.89441,5.233977928,7.285225482,4.43,43364.42819,1115466.585,2762.5676446
73931.14266,5.662286845,6.9812466,2.46,29568.95886,1258178.804,2631.3739800000003
63429.27469,6.362565275,8.441119043,3.31,37998.99693,1435423.708,3011.3357129
73423.90295,5.975373486,5.810942512,3.49,34711.78242,1153470.44,2208.2827536
75175.87311,8.561761657,5.197253905,2.07,22367.48207,1425603.495,2037.1761715
56636.24613,6.257028601,7.863188943,4.5,28139.36846,1048350.692,3127.9566829
67665.93963,6.467126893,6.333920562,3.41,24758.48906,1214482.379,2498.1761686
65986.81794,4.531777656,6.860860394,2.15,24056.60447,821859.0657,2418.2581182
54273.91488,5.550543628,6.798805806,4.44,24233.06146,753652.2718,2955.6417418
75547.84162,3.992420475,7.332769653,6.12,40043.10216,1220001.334,2916.8308959
70151.08661,6.724123387,7.706580735,5.41,15255.23776,1075675.108,3050.9742205000002
74449.12174,6.223626136,7.392675062,3.1,24837.59073,1396082.352,3006.8025186
66919.64032,7.826435952,7.320562834,6.03,18867.78162,1137801.933,3131.1688502
68473.86312,5.74650959,6.232295865,2.19,43146.98202,1159953.593,2224.6887595
76113.21733,6.377936931,7.736294493,5.07,26481.51177,1487849.876,3206.8883479
61212.19548,6.408500651,5.538058083,3.5,32045.55987,1103072.439,2459.4174249
59768.80592,5.805732788,7.425903425,3.48,26202.63146,897291.1153,2976.7710275
78847.53637,5.573231808,7.027355369,3.26,20653.89831,1214320.574,2714.2066107
75735.3429,5.761755985,8.065659921,5.28,37268.26997,1364363.375,3141.6979763
77847.34897,5.23965341,7.282521302,3.21,30231.80829,1249092.928,2703.7563906
56231.1618,5.459845342,5.014916517,2.47,52657.03375,946479.2349,2038.4749551
89163.49859,4.692855436,6.010742815,2.27,44016.14744,1659805.184,2245.2228445
62377.06447,6.289993194,7.21840033,4.46,39075.95638,1285399.565,2901.520099
68864.2823,6.00205394,4.9673884,4.17,29802.32138,898281.9025,2259.21652
82440.89576,6.291501388,7.037477117,5.04,27545.52954,1483848.169,2875.2431351
60948.88088,7.161865646,6.22497133,2.36,39754.38814,1353488.416,2458.491399
69729.60586,6.168255827,7.24149204,5.11,31719.74264,1268703.811,3105.447612
75491.79999,6.299268667,7.33029276,6.14,26013.68048,1448573.845,3040.087828
80648.06571,6.35533372,5.881851885,3.49,35091.95553,1343605.8,2230.5555655
84036.59865,7.73383489,5.740479724,4.21,32766.60197,1511537.745,2523.1439172
76590.37671,5.940325276,7.691535725,3.31,40643.07833,1662038.759,2960.4607175
63534.45596,6.46969413,8.017692368,3.23,38128.9837,1166673.195,2881.3077104000004
67269.99554,6.325821835,7.472849853,6.39,41780.47369,1375633.373,3037.8549559
50887.44007,4.458997393,7.063683439,4.16,47731.01076,839638.461,2957.1050317
80597.1118,6.440796383,7.661280263,3.1,34487.57476,1638265.395,3067.3840789
66041.12358,6.493916521,8.219394258,5.15,40163.97083,1385400.456,3253.8182773999997
81316.38029,4.13269444,7.204458615,3.36,35589.59472,1153233.241,2876.3375845
67877.02913,5.322287408,7.958894134,5.28,43300.95464,1370178.474,3128.6682402
69306.95842,5.562622947,6.938908153,2.02,36851.38401,1181877.183,2670.6724458999997
61200.72618,5.299694,6.23461464,4.23,42789.69222,894251.0686,2734.3843920000004
70619.16697,5.890269353,7.935510756,5.15,37865.64855,1421135.815,3145.6532268
69910.85188,5.899946659,5.630525332,4.04,38440.73729,1028964.474,2319.1575996
64889.21934,3.727083933,7.655452911,3.2,25904.97991,923508.1257,2870.6358733
69900.13396,6.327089456,8.366505984,6.34,32679.18766,1599634.465,3628.9517952
79045.0398,5.53968589,8.20329527,5.26,24721.95904,1369186.07,3358.988581
76460.22067,7.030844864,6.629940742,4.16,46851.04219,1748782.809,2607.9822225999997
58307.72788,6.381029538,8.308603108,4.07,25509.06978,1150877.735,3391.5809324
56679.01602,5.096643486,8.971411852,5.49,40785.0273,1110598.755,3638.4235556
58823.05019,5.711384515,7.168189941,4.21,38682.56933,1159207.085,2916.4569822999997
80836.34486,5.7673672,7.421920927,3.02,49864.46977,1811377.221,2803.5762781000003
67710.11298,5.854378134,8.48252252,4.18,25222.46242,1267443.398,3100.7567559999998
70027.64713,7.336016031,5.360885834,3.22,40512.81685,1352547.693,2199.2657502
36100.44423,5.778489499,5.497449839,2.29,44901.85734,599504.0193,2224.2349517000002
67217.48614,4.617497453,6.264975083,4.19,23999.75522,717213.2688,2423.4925249000003
63657.27563,6.415066656,5.810728687,3.43,36391.92539,1008712.575,2540.2186061
71468.2717,5.483242752,5.49031182,3.25,36377.83735,1071596.112,2377.093546
62989.5114,6.550682933,6.60035835,4.46,36913.35067,1397341.856,2538.107505
69327.2601,6.162767487,7.109924045,6.45,31054.77532,1313304.588,3192.9772135
94902.23722,6.370867095,8.423788158,3.01,41662.08363,2106510.863,3318.1364474
79579.20471,4.826564705,7.111526404,3.44,31756.40564,1306458.906,2889.4579212
73756.11862,5.250630616,6.404905702,3.29,59485.06632,1354928.95,2385.4717106
65873.93941,7.309462287,8.56260323,4.49,39785.62784,1582765.592,3289.7809690000004
52934.43579,6.027445797,6.464112096,3.44,46520.69219,847155.0413,2402.2336287999997
82830.59353,5.933625869,7.124916623,4.13,32026.91225,1342245.969,2970.4749868999997
73930.83995,5.281560667,7.681342023,4.16,42702.40328,1363086.905,3083.4026069
58557.13128,5.30217342,7.035171036,6.4,54167.34162,1275318.562,3249.5513108
51718.35461,7.509043842,7.10931161,3.11,49639.17324,1285923.734,2684.793483
69807.72336,7.424253139,7.25760419,3.38,51453.26516,1789607.526,2985.281257
79627.62859,4.692580036,6.287424348,2.15,31638.85497,1196064.33,2343.2273044000003
97112.36125,5.914724659,6.133645727,3.1,51470.06764,1917583.999,2341.0937181
74354.23018,6.85020814,6.147313624,4.39,30091.11684,1370274.387,2736.1940872
72481.02619,5.980419348,8.459144706,3.07,45160.10161,1677204.246,3265.7434118
73093.48649,5.695144684,5.780350789,2.37,41796.12563,1439714.281,2358.1052367
51992.74329,7.186340287,7.138233914,3.32,21759.50613,1012262.712,2787.4701741999997
66484.04819,4.825804425,9.069530122,3.37,51712.14409,1511743.129,3498.8590366
81182.15391,5.251586751,7.188679025,4.42,34141.18824,1131154.518,2748.6037075
79103.94328,3.786709298,7.420949611,4.47,25767.8186,764860.4627,2925.2848833000003
75070.26257,6.680451317,6.261276083,2.29,44682.75733,1681316.362,2392.3828249
44688.56382,5.480142489,6.485365977,3.17,25120.99203,291724.2456,2424.6097931
73726.17986,3.994323302,7.105746768,3.13,28666.77112,1013252.209,2733.7240304
64038.99388,4.025767576,7.526834227,4.28,54130.97595,1194709.628,2910.0502681000003
69896.51919,5.980047679,7.992009255,4.25,38180.82233,1463003.056,3071.6027765
73723.45535,6.5290827,9.152072899,6.5,24723.27865,1453327.916,3808.6218697
79996.61103,6.11384862,6.744617688,3.2,28067.63161,1291506.386,2500.3853064
61538.90779,7.23397367,7.380798426,6.29,51154.13258,1625508.013,3284.2395278
47065.0533,5.76757471,7.266027597,5.49,24125.87581,566896.2123,3132.8082791
82381.54875,4.695568136,8.045728241,4.14,36655.12894,1468513.244,3106.7184723
80857.44245,4.801958518,8.837002372,3.12,44385.31241,1573105.981,3232.1007116
60893.76408,4.128879951,7.522948688,5.18,49076.75735,968360.5234,3199.8846064
66356.05996,7.48094133,6.725864179,3.19,38022.8382,1309985.887,2706.7592537
78438.36946,7.475217032,4.994689786,4.26,35220.38316,1361219.3,2077.4069358
61215.57661,7.488368606,8.791775366,6.14,36495.17095,1465120.47,3451.5326098
64907.98025,6.766015619,7.80646322,5.4,46677.2744,1571464.965,3244.938966
80008.66783,4.847002321,8.672978876,5.41,45889.89049,1629098.182,3294.8936628
71356.30273,5.156588693,7.175189117,5.18,36998.47979,1182335.68,2829.5567351
72432.70034,5.877126915,5.761669848,3.2,35039.46939,1010813.709,2255.5009544000004
67284.47485,5.435725734,6.449025947,3.3,24942.88585,924728.5374,2368.7077841
62653.09246,6.543983828,7.884325909,3.28,41467.86766,1382110.278,2895.2977727
63968.60858,6.42853384,8.599781516,3.32,27404.50027,1366727.663,3206.9344548
74233.94584,6.495344396,6.618398933,4.02,32875.76905,1297849.764,2748.5196799
59729.2526,7.560599416,7.270138268,6.47,31202.18742,1196687.687,3292.0414804
81132.00429,5.646510162,6.896793461,4.12,32311.85324,1281113.315,2952.0380382999997
68500.81624,5.84297074,7.031799423,5.36,51746.72764,1530729.578,3094.5398268999998
55050.30809,7.20944363,7.153039164,6.2,29423.82757,1208664.863,2911.9117492
76840.45801,5.533214496,7.447127443,5.2,29860.07831,1417275.667,3208.1382329000003
63428.91645,5.328192738,7.311134732,6.13,42996.60608,1195601.962,3216.3404196
90592.46961,7.70013211,9.708803015,5.19,37223.87617,2469065.594,3838.6409045
56685.01444,6.958044864,7.502115314,3.38,43322.16685,1223100.542,2831.6345942
69230.74974,6.472118818,5.042575354,2.27,43072.19661,1220276.551,2107.7726062
68916.65376,7.002128568,6.285246737,3.09,42744.82854,1311765.141,2663.5740211
60509.04459,7.126074829,8.527952465,6.29,28410.30375,1198313.598,3410.3857395
85719.31562,4.537668422,6.029203977,3.19,32058.35624,1187609.122,2332.7611931
62134.02206,7.445436394,6.808878929,2.2,32157.13169,1399662.584,2519.6636786999998
73435.17519,6.372610689,8.869466561,4.23,36239.55617,1597776.771,3329.8399683
55612.76294,7.691464822,7.186177831,4.22,42258.53738,1355022.283,2821.8533493
70879.9083,6.739317782,7.626799142,5.47,22431.60626,1137059.188,3054.0397426
67461.44623,4.891102691,8.002542521,3.04,34573.11218,1053815.097,3122.7627563
84439.85575,4.313977841,7.698764603,4.48,19835.24732,1242421.532,3131.6293809
67802.30909,6.006171337,7.794364246,3.11,36129.69101,1222041.016,2840.3092738
62685.27075,6.057649472,6.766129639,2.17,42018.93857,1025461.134,2403.8388917
71392.47389,3.997533151,7.839552495,4.26,36009.70034,859427.9793,3222.8657485000003
59050.53429,6.053873157,7.267597143,5.01,37741.35882,1279803.95,3009.2791429
87895.86521,8.057346518,5.637279177,4.13,23876.13221,1671669.452,2320.1837531
70276.40492,7.073681923,7.13254045,3.08,26630.48373,1525601.791,2864.762135
72640.26405,4.441899293,7.906105021,4.27,31470.61746,998773.9973,3176.8315063
62894.12724,6.775334135,6.641306834,4.22,20317.21375,1012321.574,2640.3920502
50846.00806,5.272233698,7.937358365,3.12,45357.00431,1252419.196,3185.2075095
78688.29319,6.359688876,7.349121497,6.39,47812.01849,1869313.107,3338.7364491
76397.04314,7.616643686,6.764442872,3.23,45281.18657,1800685.922,2580.3328616
62162.62813,6.223896597,7.289358525,6.43,47747.3639,1393100.423,2986.8075575
75090.75512,6.062755515,6.368791728,4.29,39456.87209,1166558.374,2560.6375184
61801.46537,5.064611431,7.481091173,5.49,36326.69694,988175.0074,2893.3273519
77429.83343,6.961396906,7.199332031,4.41,30108.24133,1540480.613,2938.7996093
74388.60126,4.273992745,5.57526046,3.05,33763.08394,866142.1839,2366.578138
62566.56264,4.937434807,6.346327564,2.41,29365.60761,557362.2043,2339.8982692
68894.84507,5.930501633,6.974340367,4.47,28851.6014,1033290.975,2764.3021101
68738.36521,4.186458038,5.987896444,3.44,47445.35917,1084945.4,2357.3689332000004
74277.7199,6.987280238,3.236194023,3.42,50233.79031,1365081.178,1459.8582069
81280.91056,5.875971757,5.227988168,4.12,34933.19629,1239459.815,2168.3964504
86305.36514,8.064452551,7.203915755,4.17,37854.37345,2056692.768,2914.1747265
59302.22958,6.790821808,6.431430338,3.4,25296.73583,1045395.329,2741.4291014
81385.22312,6.119687512,6.083928892,2.31,47897.15663,1679204.741,2540.1786676
64115.06377,5.858157004,7.336340464,5.39,34312.41251,1158742.83,3110.9021392
90436.98217,6.821881251,7.630184981,6.06,13340.49243,1647278.685,3183.0554943
75940.76389,5.561739644,8.583309247,5.24,49974.87944,1702090.635,3389.9927741
70102.72634,6.646559611,7.110696223,3.21,28280.9992,1379386.383,2622.2088669
69950.96252,5.48771254,9.462719992,4.04,23733.79424,1358526.741,3619.8159976
65736.34642,5.639329458,6.299807262,3.13,32964.01822,991398.8219,2650.9421786000003
53825.01308,6.486062242,6.458296196,4.42,27373.15328,957117.6472,2725.4888588000003
86625.48184,6.830319022,5.64536314,3.38,42758.66645,1638969.269,2206.608942
69376.19257,5.038331737,6.050791519,2.15,18226.17943,714142.2407,2283.2374557
68423.02319,5.594251333,4.458940625,2.21,13345.56449,760876.0222,1801.6821875
68720.92171,5.404097947,6.699021847,2.05,45887.34562,1343537.178,2399.7065540999997
70005.85362,4.516448215,6.470649695,2.27,40325.17418,1056993.649,2452.1949084999997
66614.62913,5.702618665,6.66750525,4.5,16654.26131,1088222.421,2834.251575
58978.22219,6.65834561,7.889947558,3.01,44071.60463,1308983.632,2986.9842674
64538.57112,6.189855327,9.166350403,3.46,36678.06362,1548322.501,3263.9051209
76008.08024,5.457043917,7.756919908,4.41,39842.86297,1411749.107,2914.0759724
87119.12147,6.831473302,6.654884952,4.17,34671.59841,1601904.357,2606.4654855999997
62850.31598,6.249503548,7.474265068,4.31,37764.36224,1277297.483,3010.2795204
66295.08116,6.19439163,6.914308887,3.31,28112.16904,1061552.022,2708.2926661
63185.83685,7.095153274,6.8242861,3.01,40080.6906,1115013.147,2847.28583
74256.17524,4.259876465,7.483565029,3.02,34684.09713,1020842.531,2864.0695087
71668.30003,7.513542037,6.703125019,4.3,31352.40923,1440961.857,2880.9375056999997
54476.23769,5.659123168,6.41017391,2.45,33533.91966,817377.311,2306.052173
85281.68718,6.860059982,6.807331848,2.47,22887.72189,1381536.934,2488.1995544
72137.83744,4.853665891,8.675574518,3.46,38259.2238,1273067.036,3336.6723554
66112.53645,8.236623014,7.009803231,6.31,20795.15006,1376714.674,3086.9409693000002
67047.181,6.44025247,6.699206813,2.08,37937.1943,1293746.876,2538.7620439
89358.86602,6.147845579,7.378950007,3.46,34063.60356,1750908.224,3015.6850021
50189.1408,6.925375603,5.1947819,3.3,35043.81895,555811.4067,2010.43457
73119.72041,7.058045773,7.146514915,5.44,35426.69013,1578829.012,3036.9544745
67972.63008,5.496668278,6.337285588,3.22,27865.33079,911202.1683,2332.1856764000004
71739.61218,6.571495853,7.719301234,5.18,37030.72731,1628751.935,3178.7903702
67292.60387,5.611772057,6.867242299,2.11,41837.85872,1245400.955,2695.1726897
70243.43512,6.21027074,6.363084014,2.13,24647.90591,993725.2172,2320.9252042
78274.52643,4.910953601,8.621772096,4.08,56299.7726,1816099.138,3383.5316288000004
84332.50332,6.182493965,8.756044656,4.07,33107.34283,1570583.34,3312.8133968
79550.64138,6.637633898,7.531227671,4.05,43636.50449,1626321.321,2986.3683013
79698.22092,4.102335552,6.912506242,2.29,42046.3404,1262494.287,2795.7518726
71188.83351,5.695897215,5.856581441,3.08,40656.12969,1185226.617,2413.9744323
74605.03536,6.872089194,6.105858132,3.1,31638.22991,1360329.359,2387.7574396
71222.59783,5.217987014,7.758415332,3.37,54677.97282,1350459.116,2859.5245996
80972.99647,5.470850799,6.913134346,2.22,48036.61012,1556987.724,2651.9403038
51044.2917,6.067487348,7.783690871,4.17,37730.00709,886036.1295,3176.1072613
65066.54356,6.200391541,7.579479162,6.4,27940.28442,1129613.01,3016.8437486000003
76259.82522,4.946107518,7.12451931,3.32,19262.61425,1070240.02,2584.355793
77456.40573,6.394246586,7.205733258,3.48,37997.54792,1587015.357,2888.7199774
75376.9516,4.227764832,8.182415082,3.26,25548.51424,1146321.581,3215.7245246
79674.43426,6.334673345,7.991329323,5.41,17862.7275,1377447.349,3284.3987969
64408.08587,6.311198444,5.903083907,3.06,40817.89,1113570.852,2433.9251721
67932.01032,6.77233639,6.222862551,2.16,51145.32062,1593836.785,2565.8587653000004
75146.80359,4.454425782,8.509775274,6.1,55577.96645,1560746.866,3421.9325822
55378.10435,7.044519672,6.565375468,2.26,41416.97915,977980.9211,2634.6126403999997
78113.49969,4.844146012,6.747509818,2.41,43345.60758,1292592.392,2516.2529454
81516.98657,5.397718982,8.504044902,5.24,33263.14435,1458912.584,3570.2134706
70306.6799,6.792255503,6.132714372,2.49,29572.38924,1037780.48,2365.8143116
91392.41934,7.320676246,7.498418863,6.24,33379.6764,1792254.818,3135.5256589
51110.93411,6.068556846,6.906695715,2.1,38408.27206,882170.3184,2761.0087144999998
99629.01358,5.431862976,7.351397521,5.45,36950.73906,1883481.075,2882.4192563
72656.92618,6.652657092,6.231167774,3.06,38568.07963,1268600.361,2453.3503322
71938.00237,5.139113766,7.572943157,3.17,20097.1385,1157189.438,2788.8829471
69503.15045,5.258393115,6.873655818,4.12,45266.52944,1180989.324,2841.0967453999997
75287.52728,6.796332429,8.493990921,3.29,39219.52988,1813043.926,3299.1972763
56753.73014,4.945615214,6.240884739,2.04,52718.24234,866666.0554,2240.2654217
78044.35165,5.686293112,8.05074733,6.12,43771.64636,1671350.14,3294.224199
74838.65747,5.919090479,7.543276404,6.0,23637.25637,1137467.586,3291.9829212
51580.09906,6.446352759,5.070184059,4.24,37511.33915,711499.2446,2087.0552177
85260.65515,7.578855091,6.119832859,2.14,52358.79317,1940195.374,2192.9498577
49733.31051,7.817418542,9.410156957,4.18,43558.8253,1496466.357,3625.0470870999998
76751.88142,5.255407345,8.205980045,3.16,32295.76549,1448995.115,3273.7940135000003
64595.71155,5.857966088,6.075797822,4.02,29668.87669,924271.7911,2335.7393466
88794.59963,6.323865593,7.060329951,6.11,37994.97385,1747004.583,2923.0989853
69909.07866,6.434539658,8.301310137,4.05,39347.13568,1576286.214,3296.3930411
